,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city
17140,2019 Kia Seltos GTX Plus DCT,₹ 16.09 Lakh,Oct 2019,1353 cc,Comprehensive,Automatic,"49,589 Kms",First Owner,Petrol,138.08bhp,5.0,16.5 kmpl,SUV,Bangalore
17141,2016 Hyundai Creta 1.6 VTVT SX Plus,₹ 9.36 Lakh,Aug 2016,1591 cc,Comprehensive,Manual,"51,580 Kms",Second Owner,Petrol,121.3bhp,5.0,13 kmpl,SUV,Bangalore
17142,2019 Renault KWID Climber 1.0 MT,₹ 4.17 Lakh,May 2019,999 cc,Comprehensive,Manual,"52,231 Kms",First Owner,Petrol,67bhp,5.0,23.01 kmpl,Hatchback,Bangalore
17143,2020 Tata Altroz XZ Diesel,₹ 7.86 Lakh,Dec 2020,1497 cc,Third Party,Manual,"58,107 Kms",First Owner,Diesel,88.77bhp,5.0,23.64 kmpl,Hatchback,Bangalore
17144,2021 Hyundai i20 Sportz BSVI,₹ 8.38 Lakh,Oct 2021,1197 cc,Comprehensive,Manual,"77,648 Kms",First Owner,Petrol,81.80bhp,5.0,21 kmpl,Hatchback,Bangalore
17145,2016 Maruti Wagon R AMT VXI,₹ 3.71 Lakh,May 2016,998 cc,Comprehensive,Automatic,"85,577 Kms",Third Owner,Petrol,67bhp,5.0,20.51 kmpl,Hatchback,Bangalore
17146,2017 Hyundai Creta 1.6 VTVT AT SX Plus,₹ 10.10 Lakh,Aug 2017,1591 cc,Comprehensive,Automatic,"50,508 Kms",Second Owner,Petrol,121.3bhp,5.0,13 kmpl,SUV,Bangalore
17147,2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,₹ 6.17 Lakh,Dec 2017,1197 cc,Third Party insurance,Automatic,"17,574 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Bangalore
17148,2017 Nissan Micra XV CVT,₹ 4.49 Lakh,May 2017,1198 cc,Comprehensive,Automatic,"46,468 Kms",Third Owner,Petrol,75.94bhp,5.0,19.15 kmpl,Hatchback,Bangalore
17149,2016 Maruti Alto K10 VXI,₹ 3.20 Lakh,Jul 2016,998 cc,Zero Dep,Manual,"69,898 Kms",First Owner,Petrol,65.71bhp,5.0,24.39 kmpl,Hatchback,Bangalore
17150,2015 Honda Brio S MT,₹ 4.24 Lakh,Mar 2016,1198 cc,Third Party insurance,Manual,"65,394 Kms",First Owner,Petrol,86.8bhp,5.0,19.4 kmpl,Hatchback,Bangalore
17151,2013 Maruti Swift Dzire VXI,₹ 4.94 Lakh,Sept 2013,1197 cc,Comprehensive,Manual,"30,211 Kms",First Owner,Petrol,88.50bhp,5.0,22.41 kmpl,Sedan,Bangalore
17152,2017 Honda WR-V i-DTEC VX,₹ 7.22 Lakh,Feb 2018,1498 cc,Comprehensive,Manual,"82,084 Kms",First Owner,Diesel,98.6bhp,5.0,25.5 kmpl,SUV,Bangalore
17153,2016 Hyundai Creta 1.6 VTVT SX Plus,₹ 9.34 Lakh,Oct 2016,1591 cc,Comprehensive,Manual,"1,02,816 Kms",First Owner,Petrol,121.3bhp,5.0,13 kmpl,SUV,Bangalore
17154,2018 Renault KWID Climber 1.0 MT,₹ 3.80 Lakh,Nov 2018,999 cc,Comprehensive,Manual,"37,418 Kms",Second Owner,Petrol,67bhp,5.0,23.01 kmpl,Hatchback,Bangalore
17155,2015 Renault KWID RXT,₹ 3.32 Lakh,Nov 2015,799 cc,Comprehensive,Manual,"22,677 Kms",First Owner,Petrol,53.3bhp,5.0,25.17 kmpl,Hatchback,Bangalore
17156,2020 Kia Seltos HTK Plus D,₹ 13.88 Lakh,Feb 2020,1493 cc,Third Party insurance,Manual,"11,840 Kms",Second Owner,Diesel,113.43bhp,5.0,20.8 kmpl,SUV,Bangalore
17157,2018 Maruti Swift AMT ZDI,₹ 6.90 Lakh,Oct 2018,1248 cc,Zero Dep,Automatic,"66,407 Kms",First Owner,Diesel,74bhp,5.0,28.4 kmpl,Hatchback,Bangalore
17158,2017 Toyota Fortuner 2.8 2WD MT,₹ 25.50 Lakh,Nov 2017,2755 cc,Comprehensive,Manual,"90,000 Kms",First Owner,Diesel,174.5bhp,7.0,14.24 kmpl,SUV,Delhi
17159,2017 Toyota Innova Crysta 2.4 G MT,₹ 15.50 Lakh,Aug 2017,2393 cc,Third Party,Manual,"55,000 Kms",First Owner,Diesel,147.51bhp,7.0,13.68 kmpl,MUV,Delhi
17160,2018 Maruti Baleno 1.2 Delta,₹ 5.85 Lakh,Jul 2018,1197 cc,Third Party insurance,Manual,"38,569 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Delhi
17161,2021 MG Hector Plus Sharp DCT,₹ 18.50 Lakh,Jun 2021,1451 cc,Comprehensive,Automatic,"25,000 Kms",First Owner,Petrol,141bhp,6.0,11.67 kmpl,SUV,Delhi
17162,2015 Hyundai Elantra 2.0 SX AT,₹ 7.75 Lakh,Aug 2015,1999 cc,Comprehensive,Automatic,"62,000 Kms",First Owner,Petrol,149.92bhp,5.0,14.62 kmpl,Sedan,Delhi
17163,2016 Toyota Innova Crysta 2.8 GX AT BSIV,₹ 13.90 Lakh,Oct 2016,2755 cc,Third Party,Automatic,"62,000 Kms",Second Owner,Diesel,171.5bhp,7.0,11.36 kmpl,MUV,Delhi
17164,2018 Toyota Innova Crysta 2.8 GX AT BSIV,₹ 15.90 Lakh,Jul 2018,2755 cc,Third Party,Automatic,"66,000 Kms",First Owner,Diesel,171.5bhp,7.0,11.36 kmpl,MUV,Delhi
17165,2020 Maruti Celerio VXI CNG Optional,₹ 5.65 Lakh,Jul 2020,998 cc,Comprehensive,Manual,"48,746 Kms",First Owner,CNG,58.33bhp,5.0,30.47 km/kg,Hatchback,Delhi
17166,2016 Maruti Celerio VXI AT,₹ 4.25 Lakh,Jul 2016,998 cc,Third Party insurance,Automatic,"52,407 Kms",First Owner,Petrol,67.04bhp,5.0,23.1 kmpl,Hatchback,Delhi
17167,2017 Honda Amaze S i-VTEC,₹ 4.95 Lakh,Jul 2017,1198 cc,Third Party insurance,Manual,"65,452 Kms",First Owner,Petrol,86.7bhp,5.0,17.8 kmpl,Sedan,Delhi
17168,2015 Honda Amaze S i-Vtech,₹ 4.35 Lakh,Jul 2015,1198 cc,Third Party insurance,Manual,"79,751 Kms",First Owner,Petrol,86.7bhp,5.0,18 kmpl,Sedan,Delhi
17169,2019 Hyundai Creta 1.6 SX,₹ 11.75 Lakh,Jul 2019,1591 cc,Third Party insurance,Manual,"23,467 Kms",First Owner,Petrol,121.3bhp,5.0,15.8 kmpl,SUV,Delhi
17170,2018 Hyundai Creta 1.6 SX Automatic Diesel,₹ 11.50 Lakh,Jul 2018,1582 cc,Third Party insurance,Automatic,"81,951 Kms",First Owner,Diesel,126.2bhp,5.0,17.6 kmpl,SUV,Delhi
17171,2020 Hyundai Creta EX BSVI,₹ 10.30 Lakh,Jul 2020,1497 cc,Comprehensive,Manual,"41,000 Kms",First Owner,Petrol,113.18bhp,5.0,,SUV,Delhi
17172,2022 Kia Carens Luxury Plus Diesel iMT 6 STR BSVI,₹ 17.25 Lakh,Feb 2022,1493 cc,Comprehensive,Automatic,"8,000 Kms",First Owner,Diesel,114.41bhp,6.0,,MUV,Delhi
17173,2014 Chevrolet Beat Diesel LT,₹ 1.60 Lakh,Jul 2014,936 cc,Third Party insurance,Manual,"71,000 Kms",Second Owner,Diesel,56.3bhp,5.0,25.44 kmpl,Hatchback,Delhi
17174,2014 Mahindra Bolero Power Plus SLX,₹ 3.80 Lakh,Jul 2014,1493 cc,Third Party insurance,Manual,"85,000 Kms",First Owner,Diesel,70bhp,7.0,16.5 kmpl,SUV,Delhi
17175,2020 Maruti Wagon R CNG LXI Opt BSIV,₹ 5.15 Lakh,Jan 2020,998 cc,Comprehensive,Manual,"76,000 Kms",First Owner,CNG,67.04bhp,5.0,33.54 kmpl,Hatchback,Delhi
17176,2015 Maruti Ritz VXi (ABS) BS IV,₹ 2.90 Lakh,Jul 2015,1197 cc,Third Party insurance,Manual,"53,000 Kms",Second Owner,Petrol,85.80bhp,5.0,18.5 kmpl,Hatchback,Delhi
17177,2013 Hyundai EON Era Plus,₹ 1.80 Lakh,Feb 2013,814 cc,Third Party insurance,Manual,"48,000 Kms",Second Owner,Petrol,55.2bhp,5.0,21.1 kmpl,Hatchback,Delhi
17178,2016 Mahindra XUV500 W6 1.99 mHawk,₹ 6.85 Lakh,Dec 2016,1997 cc,Comprehensive,Manual,"1,18,000 Kms",Second Owner,Diesel,140bhp,7.0,16 kmpl,SUV,Delhi
17179,2015 Hyundai Elantra SX AT,₹ 7.75 Lakh,Aug 2015,1797 cc,Third Party insurance,Automatic,"62,101 Kms",First Owner,Petrol,147.4bhp,5.0,14.5 kmpl,Sedan,Delhi
17180,2019 MG Hector Sharp DCT,₹ 15.45 Lakh,Nov 2019,1451 cc,Comprehensive,Automatic,"32,108 Kms",First Owner,Petrol,141bhp,5.0,13.96 kmpl,SUV,Delhi
17181,2021 MG Hector Plus Sharp DCT,₹ 18.50 Lakh,Mar 2021,1451 cc,Comprehensive,Automatic,"25,101 Kms",First Owner,Petrol,141bhp,6.0,11.67 kmpl,SUV,Delhi
17182,2017 Toyota Corolla Altis G AT,₹ 11.25 Lakh,Jun 2017,1798 cc,Third Party insurance,Automatic,"52,108 Kms",Second Owner,Petrol,138.03bhp,5.0,14.28 kmpl,Sedan,Delhi
17183,2015 Honda CR-V 2.0L 2WD AT,₹ 10.90 Lakh,Apr 2015,1997 cc,Third Party insurance,Automatic,"79,101 Kms",Second Owner,Petrol,153.86bhp,5.0,13.7 kmpl,SUV,Delhi
17184,2018 Toyota Innova Crysta 2.8 ZX AT BSIV,₹ 17.65 Lakh,Jun 2018,2755 cc,Third Party insurance,Automatic,"1,12,000 Kms",First Owner,Diesel,171.5bhp,7.0,11.36 kmpl,MUV,Delhi
17185,2019 Honda City VX CVT,₹ 10.45 Lakh,May 2019,1497 cc,Third Party insurance,Automatic,"33,108 Kms",First Owner,Petrol,117.6bhp,5.0,17.4 kmpl,Sedan,Delhi
17186,2021 Maruti Baleno Zeta,₹ 7 Lakh,Jul 2021,1197 cc,Comprehensive,Manual,"43,000 Kms",First Owner,Petrol,81.80bhp,5.0,21.01 kmpl,Hatchback,Delhi
17187,2017 Honda City V MT,₹ 7.65 Lakh,May 2017,1497 cc,Comprehensive,Manual,"62,000 Kms",First Owner,Petrol,117.60bhp,5.0,17.4 kmpl,Sedan,Delhi
17188,2016 Hyundai i20 Magna 1.2,₹ 5.25 Lakh,May 2016,1197 cc,Comprehensive,Manual,"56,000 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Delhi
17189,2017 Ford Endeavour 3.2 Titanium AT 4X4,₹ 21.75 Lakh,Jun 2017,3198 cc,Third Party insurance,Automatic,"90,101 Kms",First Owner,Diesel,197bhp,7.0,10.91 kmpl,SUV,Delhi
17190,2019 Tata Safari Storme EX,₹ 9.85 Lakh,Jul 2019,2179 cc,Comprehensive,Manual,"43,000 Kms",Second Owner,Diesel,147.94bhp,7.0,14.1 kmpl,SUV,Delhi
17191,2021 Kia Seltos HTX Plus AT D,₹ 16 Lakh,Jul 2021,1493 cc,Comprehensive,Automatic,"37,000 Kms",First Owner,Diesel,113.4bhp,5.0,17.8 kmpl,SUV,Delhi
17192,2021 Renault Triber RXL BSVI,₹ 6.20 Lakh,Mar 2021,999 cc,Comprehensive,Manual,"22,000 Kms",First Owner,Petrol,71.01bhp,7.0,20 kmpl,MUV,Delhi
17193,2021 Maruti Baleno Zeta CVT,₹ 8.75 Lakh,Sept 2021,1197 cc,Third Party,Automatic,"14,105 Kms",First Owner,Petrol,81.80bhp,5.0,19.56 kmpl,Hatchback,Delhi
17194,2022 Hyundai Venue SX Turbo,₹ 11.15 Lakh,Feb 2022,998 cc,Comprehensive,Manual,"2,002 Kms",First Owner,Petrol,118.35bhp,5.0,18.27 kmpl,SUV,Delhi
17195,2015 Ford Ecosport 1.5 Petrol Titanium AT,₹ 5.65 Lakh,Jul 2015,1496 cc,Comprehensive,Automatic,"46,109 Kms",First Owner,Petrol,120.69bhp,5.0,14.7 kmpl,SUV,Delhi
17196,2018 BMW 5 Series 520d Luxury Line,₹ 37 Lakh,Jan 2018,1995 cc,Third Party insurance,Automatic,"38,106 Kms",Second Owner,Diesel,187.74bhp,5.0,20.37 kmpl,Sedan,Delhi
17197,2017 Mercedes-Benz GLE 250d,₹ 34.75 Lakh,Jul 2017,2143 cc,Comprehensive,Automatic,"65,000 Kms",First Owner,Diesel,201.15bhp,5.0,17.9 kmpl,SUV,Gurgaon
17198,2019 Hyundai Creta 1.6 VTVT AT SX Plus,₹ 12.75 Lakh,Aug 2019,1591 cc,Third Party insurance,Automatic,"52,000 Kms",First Owner,Petrol,121.3bhp,5.0,13 kmpl,SUV,Delhi
17199,2021 Mahindra XUV700 AX7 AT BSVI,₹ 25 Lakh,Dec 2021,1999 cc,Comprehensive,Automatic,"34,500 Kms",First Owner,Petrol,197.13bhp,7.0,,SUV,Delhi
17200,2011 Maruti Wagon R LXI BS IV,₹ 1.75 Lakh,Mar 2011,998 cc,Comprehensive,Manual,"65,000 Kms",Second Owner,Petrol,67.1bhp,5.0,18.9 kmpl,Hatchback,Delhi
17201,2022 Hyundai Venue SX Dual Tone Turbo,₹ 10.90 Lakh,May 2022,998 cc,Third Party insurance,Manual,"2,100 Kms",First Owner,Petrol,118.35bhp,5.0,18.27 kmpl,SUV,Delhi
17202,2015 Maruti Baleno Delta,₹ 4.75 Lakh,Dec 2015,1197 cc,Third Party insurance,Manual,"37,000 Kms",Second Owner,Petrol,81.80bhp,5.0,21.01 kmpl,Hatchback,Delhi
17203,2011 Honda City 1.5 V MT,₹ 3.15 Lakh,Jun 2011,1497 cc,Comprehensive,Manual,"63,000 Kms",Second Owner,Petrol,"118PS at 6,600 rpm",5.0,17 kmpl,Sedan,Delhi
17204,2013 Maruti Alto 800 LXI,₹ 2.45 Lakh,Jul 2013,796 cc,Third Party insurance,Manual,"45,000 Kms",First Owner,Petrol,47.3bhp,5.0,22.74 kmpl,Hatchback,Delhi
17205,2016 Hyundai Grand i10 Sportz,₹ 4.75 Lakh,Nov 2016,1197 cc,Third Party insurance,Manual,"58,800 Kms",First Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Delhi
17206,2019 Maruti Wagon R ZXI AMT 1.2BSIV,₹ 5.65 Lakh,Jul 2019,1197 cc,Comprehensive,Automatic,"40,000 Kms",First Owner,Petrol,81.80bhp,5.0,21.5 kmpl,Maruti,Delhi
17207,2022 Maruti Ciaz Zeta Automatic BSIV,₹ 11.75 Lakh,Jul 2022,1462 cc,Comprehensive,Automatic,"6,400 Kms",First Owner,Petrol,103.25bhp,5.0,20.28 kmpl,Sedan,Delhi
17208,2014 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,₹ 8.25 Lakh,May 2014,2494 cc,Comprehensive,Manual,"95,000 Kms",First Owner,Diesel,100bhp,7.0,12.99 kmpl,MUV,Delhi
17209,2020 Kia Sonet HTK Plus Turbo DCT,₹ 10 Lakh,Jul 2020,998 cc,Comprehensive,Automatic,"27,000 Kms",First Owner,Petrol,118.36bhp,5.0,18.3 kmpl,SUV,Delhi
17210,2019 Maruti Ertiga BSIV ZXI Plus,₹ 10 Lakh,Jul 2019,1373 cc,Comprehensive,Manual,"29,000 Kms",Second Owner,Petrol,91.1bhp,7.0,17.5 kmpl,MUV,Delhi
17211,2019 Honda Amaze S i-VTEC,₹ 5.95 Lakh,Jul 2019,1198 cc,Comprehensive,Manual,"50,000 Kms",First Owner,Petrol,86.7bhp,5.0,17.8 kmpl,Sedan,Delhi
17212,2017 Hyundai Creta 1.6 VTVT SX Plus,₹ 8.98 Lakh,Aug 2017,1591 cc,Comprehensive,Manual,"49,000 Kms",First Owner,Petrol,121.3bhp,5.0,13 kmpl,SUV,Gurgaon
17213,2022 Tata Nexon XZ Plus BSVI,₹ 10.50 Lakh,Nov 2022,1199 cc,Comprehensive,Manual,"7,200 Kms",First Owner,Petrol,118.35bhp,5.0,17.33 kmpl,SUV,Gurgaon
17214,2022 Maruti Ignis Zeta BSVI,₹ 6.45 Lakh,Aug 2022,1197 cc,Third Party insurance,Manual,"15,800 Kms",First Owner,Petrol,81.80bhp,5.0,20.89 kmpl,Hatchback,Gurgaon
17215,2017 Toyota Innova Crysta 2.8 GX AT BSIV,₹ 15.25 Lakh,Mar 2017,2755 cc,Third Party insurance,Automatic,"76,000 Kms",First Owner,Diesel,171.5bhp,7.0,11.36 kmpl,MUV,Gurgaon
17216,2019 Toyota Innova Crysta 2.8 GX AT 8S BSIV,₹ 17.99 Lakh,Aug 2019,2755 cc,Comprehensive,Automatic,"50,000 Kms",First Owner,Diesel,171.5bhp,8.0,11.36 kmpl,MUV,Delhi
17217,2021 Tata New Safari XZA Plus AT BSVI,₹ 19.99 Lakh,Jul 2021,1956 cc,Comprehensive,Automatic,"51,000 Kms",First Owner,Diesel,167.67bhp,7.0,14.08 kmpl,SUV,Delhi
17218,2013 Volkswagen Polo 1.2 MPI Comfortline,₹ 3.45 Lakh,Sept 2013,1198 cc,Comprehensive,Manual,"68,000 Kms",First Owner,Petrol,74bhp,5.0,16.47 kmpl,Hatchback,Delhi
17219,2021 Mahindra Thar LX 4-Str Hard Top Diesel AT BSVI,₹ 15 Lakh,Jan 2021,2184 cc,Comprehensive,Automatic,"50,000 Kms",Second Owner,Diesel,130bhp,4.0,,SUV,Delhi
17220,2018 Toyota Innova Crysta 2.8 ZX AT BSIV,₹ 18.50 Lakh,Nov 2018,2755 cc,Comprehensive,Automatic,"90,000 Kms",First Owner,Diesel,171.5bhp,7.0,11.36 kmpl,MUV,Delhi
17221,2014 Volkswagen Polo Diesel Highline 1.2L,₹ 3.45 Lakh,May 2014,1199 cc,Comprehensive,Manual,"70,000 Kms",First Owner,Diesel,73.9bhp,5.0,22.07 kmpl,Hatchback,Delhi
17222,2022 Toyota Urban cruiser Premium AT,₹ 11.90 Lakh,Jun 2022,1462 cc,Comprehensive,Automatic,"7,000 Kms",First Owner,Petrol,103.26bhp,5.0,18.76 kmpl,SUV,Delhi
17223,2019 Skoda Superb LK 1.8 TSI AT,₹ 25 Lakh,Aug 2019,1798 cc,Comprehensive,Automatic,"45,000 Kms",First Owner,Petrol,177.46bhp,5.0,14.67 kmpl,Sedan,Delhi
17224,2017 BMW 5 Series 520d Luxury Line,₹ 27 Lakh,Mar 2017,1995 cc,Comprehensive,Automatic,"41,000 Kms",First Owner,Diesel,187.74bhp,5.0,20.37 kmpl,Sedan,Delhi
17225,2017 Isuzu D-Max 4X4,₹ 14.25 Lakh,Jul 2017,2499 cc,Comprehensive,Manual,"48,000 Kms",First Owner,Diesel,134bhp,5.0,12.4 kmpl,Pickup,Delhi
17226,2021 Hyundai Venue SX Turbo iMT,₹ 9.85 Lakh,Jul 2021,998 cc,Comprehensive,Manual,"20,000 Kms",Second Owner,Petrol,118.35bhp,5.0,18 kmpl,SUV,Delhi
17227,2017 Maruti Swift Dzire VDI,₹ 6.75 Lakh,Jul 2018,1248 cc,Third Party insurance,Manual,"87,000 Kms",First Owner,Diesel,74.02bhp,5.0,28.4 kmpl,Sedan,Delhi
17228,2015 Audi A6 35 TDI,₹ 20.50 Lakh,Dec 2015,1968 cc,Comprehensive,Automatic,"62,500 Kms",First Owner,Diesel,187.74bhp,5.0,18.53 kmpl,Sedan,Delhi
17229,2015 BMW 3 Series 320d Luxury Line Plus,₹ 14.50 Lakh,Jul 2015,1995 cc,Comprehensive,Automatic,"70,000 Kms",Second Owner,Diesel,190bhp,5.0,22.69 kmpl,Sedan,Delhi
17230,2021 Hyundai Creta SX Opt Diesel AT BSVI,₹ 19 Lakh,Feb 2021,1493 cc,Comprehensive,Automatic,"45,000 Kms",First Owner,Diesel,113.45bhp,5.0,,SUV,Delhi
17231,2016 Maruti Baleno 1.2 Delta,₹ 4.89 Lakh,Feb 2016,1197 cc,Comprehensive,Manual,"62,000 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Gurgaon
17232,2017 Toyota Innova Crysta 2.4 VX MT 8 STR,₹ 15.25 Lakh,May 2017,2393 cc,Comprehensive,Manual,"77,000 Kms",Second Owner,Diesel,147.51bhp,8.0,13.68 kmpl,MUV,Delhi
17233,2022 Hyundai Venue S Plus,₹ 9.40 Lakh,Sept 2022,1197 cc,Comprehensive,Manual,"17,000 Kms",First Owner,Petrol,81.86bhp,5.0,17.52 kmpl,SUV,Gurgaon
17234,2014 Honda Amaze S i-Vtech,₹ 3.25 Lakh,Apr 2014,1198 cc,Comprehensive,Manual,"42,500 Kms",First Owner,Petrol,86.7bhp,5.0,18 kmpl,Sedan,Delhi
17235,2023 MG Astor Savvy CVT BSVI,₹ 17.90 Lakh,Mar 2023,1498 cc,Comprehensive,Automatic,"4,500 Kms",First Owner,Petrol,108.49bhp,5.0,14.82 kmpl,SUV,Delhi
17236,2017 Mahindra XUV500 W6 2WD,₹ 8.45 Lakh,Aug 2017,2179 cc,Third Party insurance,Manual,"46,000 Kms",First Owner,Diesel,140bhp,7.0,16 kmpl,SUV,Gurgaon
17237,2022 MG Astor Sharp CVT BSVI,₹ 15.75 Lakh,Apr 2022,1498 cc,Comprehensive,Automatic,"12,000 Kms",First Owner,Petrol,108.49bhp,5.0,14.82 kmpl,SUV,Delhi
17238,2013 Hyundai i20 Sportz 1.2,₹ 3.46 Lakh,May 2013,1197 cc,Third Party insurance,Manual,"64,000 Kms",First Owner,Petrol,82.85bhp,5.0,18.5 kmpl,Hatchback,Delhi
17239,2018 Nissan Terrano XL P,₹ 6.25 Lakh,Jan 2018,1598 cc,Comprehensive,Manual,"50,000 Kms",First Owner,Petrol,103.2bhp,5.0,13.04 kmpl,SUV,Delhi
17240,2018 Hyundai i20 Active S Petrol,₹ 5.30 Lakh,Oct 2018,1197 cc,Comprehensive,Manual,"58,000 Kms",Second Owner,Petrol,81.86bhp,5.0,17.19 kmpl,Hatchback,Delhi
17241,2021 Ford Endeavour Sport Edition,₹ 38 Lakh,Jul 2021,1996 cc,Third Party,Automatic,"32,000 Kms",First Owner,Diesel,167.62bhp,7.0,13.9 kmpl,SUV,Delhi
17242,2012 Skoda Superb 1.8 TSI MT,₹ 4.75 Lakh,Jun 2012,1798 cc,Comprehensive,Manual,"61,000 Kms",Fourth Owner,Petrol,160 BHP,5.0,13.14 kmpl,Sedan,Delhi
17243,2016 Toyota Fortuner 4x4 AT,₹ 26.50 Lakh,Jan 2018,2982 cc,Comprehensive,Automatic,"1,05,000 Kms",First Owner,Diesel,168.5bhp,7.0,12.55 kmpl,SUV,Delhi
17244,2016 Toyota Corolla Altis G AT,₹ 10.75 Lakh,Sept 2016,1798 cc,Comprehensive,Automatic,"54,000 Kms",Second Owner,Petrol,138.03bhp,5.0,14.28 kmpl,Sedan,Delhi
17245,2014 Mahindra Scorpio VLX SE BSIV,₹ 5.40 Lakh,Apr 2014,2179 cc,Third Party insurance,Manual,"75,000 Kms",First Owner,Diesel,120bhp (86.7kw),8.0,15.4 kmpl,SUV,Delhi
17246,2019 Maruti Wagon R ZXI 1.2,₹ 4.95 Lakh,Feb 2019,1197 cc,Comprehensive,Manual,"33,340 Kms",First Owner,Petrol,81.80bhp,5.0,20.52 kmpl,Hatchback,Gurgaon
17247,2017 Hyundai i20 1.2 Magna Executive,₹ 5.10 Lakh,Jul 2017,1197 cc,Third Party insurance,Manual,"61,837 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Gurgaon
17248,2019 Maruti Baleno 1.2 Delta,₹ 5.65 Lakh,Dec 2019,1197 cc,Comprehensive,Manual,"74,000 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Delhi
17249,2013 Maruti Swift Dzire VXI,₹ 3.35 Lakh,Nov 2013,1197 cc,Comprehensive,Manual,"64,000 Kms",First Owner,Petrol,83.14bhp,5.0,20.85 kmpl,Sedan,Delhi
17250,2018 Renault Duster 85PS Diesel RxS,₹ 6.45 Lakh,Feb 2018,1461 cc,Third Party,Manual,"76,000 Kms",First Owner,Diesel,83.8bhp,5.0,19.87 kmpl,SUV,Delhi
17251,2015 Hyundai Creta 1.4 CRDi S,₹ 7.30 Lakh,Oct 2015,1396 cc,Comprehensive,Manual,"98,000 Kms",First Owner,Diesel,88.7bhp,5.0,21.38 kmpl,SUV,Delhi
17252,2018 Honda WR-V i-DTEC VX,₹ 7.25 Lakh,Dec 2018,1498 cc,Comprehensive,Manual,"63,000 Kms",First Owner,Diesel,98.6bhp,5.0,25.5 kmpl,SUV,Delhi
17253,2015 Hyundai i20 Sportz 1.4 CRDi,₹ 4.25 Lakh,Aug 2015,1396 cc,Comprehensive,Manual,"70,000 Kms",First Owner,Diesel,88.73bhp,5.0,22.54 kmpl,Hatchback,Delhi
17254,2014 Hyundai Verna 1.6 SX VTVT AT,₹ 5.90 Lakh,Jul 2014,1591 cc,Comprehensive,Automatic,"47,000 Kms",First Owner,Petrol,121.3bhp,5.0,15.74 kmpl,Sedan,Delhi
17255,2013 Hyundai Elantra SX AT,₹ 5.75 Lakh,Apr 2013,1797 cc,Third Party insurance,Automatic,"76,000 Kms",First Owner,Petrol,147.5bhp,5.0,14.5 kmpl,Sedan,Delhi
17256,2019 Hyundai Venue SX Opt Turbo,₹ 9.30 Lakh,Jul 2019,998 cc,Comprehensive,Manual,"52,000 Kms",First Owner,Petrol,118.35bhp,5.0,18.27 kmpl,SUV,Delhi
17257,2013 Mercedes-Benz C-Class 220 CDI AT,₹ 8.50 Lakh,Jul 2013,2143 cc,Third Party insurance,Automatic,"41,000 Kms",First Owner,Diesel,170bhp,5.0,14.84 kmpl,Sedan,Delhi
17258,2021 Maruti Wagon R CNG LXI Opt,₹ 6.25 Lakh,Feb 2021,998 cc,Comprehensive,Manual,"27,586 Kms",First Owner,CNG,58.33bhp,5.0,32.52 kmpl,Hatchback,Delhi
17259,2018 Skoda Octavia 1.4 TSI MT Ambition,₹ 13.50 Lakh,Nov 2018,1395 cc,Comprehensive,Manual,"65,000 Kms",First Owner,Petrol,148bhp,5.0,16.7 kmpl,Sedan,Delhi
17260,2018 Honda Amaze V CVT Petrol,₹ 6.90 Lakh,Apr 2018,1199 cc,Comprehensive,Automatic,"58,000 Kms",First Owner,Petrol,88.76bhp,5.0,18.3 kmpl,Sedan,Delhi
17261,2015 Audi A4 3.0 TDI Quattro Premium,₹ 12.50 Lakh,Aug 2015,2967 cc,Comprehensive,Automatic,"36,000 Kms",First Owner,Diesel,241.4bhp,5.0,14.94 kmpl,Sedan,Delhi
17262,2021 Maruti Swift Dzire VXI BSVI,₹ 7 Lakh,Nov 2021,1197 cc,Comprehensive,Manual,"15,500 Kms",First Owner,Petrol,88.50bhp,5.0,22.41 kmpl,Sedan,Delhi
17263,2016 Hyundai i20 Asta Option 1.2,₹ 6.15 Lakh,Jun 2016,1197 cc,Comprehensive,Manual,"18,500 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Delhi
17264,2017 Maruti SX4 S Cross DDiS 200 Zeta,₹ 6.70 Lakh,Jul 2017,1248 cc,Comprehensive,Manual,"45,000 Kms",First Owner,Diesel,88.5bhp,5.0,23.65 kmpl,SUV,Delhi
17265,2019 Hyundai Verna VTVT 1.6 AT SX Option,₹ 11.50 Lakh,Oct 2019,1591 cc,Comprehensive,Automatic,"26,000 Kms",First Owner,Petrol,121.3bhp,5.0,17 kmpl,Sedan,Delhi
